# BLASTP 2.2.25+
# Query: AT1G01010.1
# Database: /nfs4shares/tmockler_share/Genomes/Spirodela_polyrrhiza/BLASTDBs/Spolyrrhiza.0_7.AA.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 40 hits found
AT1G01010.1	Spipo0007S24960.1	37.50	184	93	6	5	172	11	188	2e-28	 122
AT1G01010.1	Spipo0016S03910.1	39.16	166	84	5	5	159	11	170	1e-26	 116
AT1G01010.1	Spipo0007S08990.1	40.00	160	75	6	6	156	19	166	4e-23	 105
AT1G01010.1	Spipo0026S07300.1	40.65	155	75	7	6	153	24	168	4e-23	 105
AT1G01010.1	Spipo0005S18000.1	37.42	155	79	6	6	153	12	155	6e-22	 100
AT1G01010.1	Spipo0213S00110.1	35.12	168	84	6	1	156	6	160	7e-22	 100
AT1G01010.1	Spipo0017S09240.1	39.35	155	77	5	6	153	8	152	9e-22	 100
AT1G01010.1	Spipo0016S18590.1	35.95	153	82	6	6	152	9	151	2e-20	95.9
AT1G01010.1	Spipo0010S49460.1	35.71	168	82	7	1	156	16	169	3e-20	95.5
AT1G01010.1	Spipo0021S12970.1	32.81	253	135	11	6	235	20	260	6e-20	94.4
AT1G01010.1	Spipo0028S18320.1	38.85	157	74	7	6	153	21	164	8e-20	94.0
AT1G01010.1	Spipo0016S23390.1	37.18	156	79	5	6	153	9	153	1e-19	93.2
AT1G01010.1	Spipo0002S73690.1	35.29	153	83	6	6	152	10	152	2e-19	92.4
AT1G01010.1	Spipo0013S00280.1	38.06	134	69	5	6	136	22	144	5e-19	91.3
AT1G01010.1	Spipo0074S00050.1	35.14	185	99	6	6	179	21	195	8e-19	90.5
# BLASTP 2.2.25+
# Query: AT1G01115.1
# Database: /nfs4shares/tmockler_share/Genomes/Spirodela_polyrrhiza/BLASTDBs/Spolyrrhiza.0_7.AA.fa
# 0 hits found
